,BuildingType,PrimaryPropertyType,PropertyName,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,Latitude,Longitude,TotalGHGEmissions,SiteEnergyUse(kBtu)
136,SPS-District K-12,K-12 School,DENNY/ SEALTH CAMPUS (SPS-DISTRICT),1,delridge,2010,1.0,2.0,0,367884,K-12 School,K-12 School,367884.0,93.0,47.52967421,-122.36665559999999,271.32,12263687.0
137,SPS-District K-12,K-12 School,ROXHILL ELEMENTARY SCHOOL(SPS-DISTRICT),1,delridge,1958,1.0,1.0,0,46797,K-12 School,K-12 School,46797.0,86.0,47.51791397,-122.37067739999999,62.2,1911611.0
138,SPS-District K-12,K-12 School,WASHINGTON JR HIGH SCHOOL(SPS-DISTRICT),3,central,1963,1.0,3.0,0,136188,K-12 School,K-12 School,136188.0,67.0,47.59792434,-122.30394720000001,178.5,5436057.0
139,NonResidential,Other,NORDIC HERITAGE MUSEUM (WEBSTER BLDG),6,ballard,1973,1.0,3.0,0,56000,Other,Other,56000.0,,47.67771413,-122.39623370000001,53.61,1755264.0
140,SPS-District K-12,K-12 School,KING (BRIGHTON) ELEMENTARY SCHOOL (SPS-DISTRICT),2,southeast,2004,1.0,2.0,0,67371,K-12 School,K-12 School,67371.0,92.0,47.54197311,-122.27677917,42.8,2075833.0
141,NonResidential,"Self-Storage Facility
",U-HAUL RENTALS & MINI-STORAGE,1,southwest,1969,1.0,2.0,0,52088,Self-Storage Facility,Self-Storage Facility,52088.0,,47.54506084,-122.3773622,39.54,1186800.0
142,SPS-District K-12,K-12 School,HAMILTON MIDDLE (SPS-DISTRICT),4,lake union,2010,1.0,3.0,0,127776,K-12 School,K-12 School,127776.0,81.0,47.6572102,-122.3375797,56.96,4213726.0
143,NonResidential,Hotel,SILVER CLOUD INN LAKE UNION,3,lake union,1998,1.0,5.0,30000,93920,"Hotel, Parking, Swimming Pool",Hotel,123920.0,82.0,47.62970427,-122.3290596,289.43,8964061.0
144,Nonresidential COS,Other,ARMORY BUILDING (MOHAI),3,lake union,1900,1.0,1.0,0,58000,Museum,Museum,43000.0,,47.62759406,-122.3366092,221.62,7338511.0
145,Nonresidential COS,Non-Refrigerated Warehouse,SEATTLE CITY LIGHT ROY STREET WAREHOUSE,7,magnolia / queen anne,1926,1.0,2.0,0,50292,"Non-Refrigerated Warehouse, Office, Other - Services, Residence Hall/Dormitory",Non-Refrigerated Warehouse,42345.0,,47.62651741,-122.340841,4.99,715446.0
146,NonResidential,Hotel,COURTYARD BY MARRIOTT - SEATTLE,7,magnolia / queen anne,1998,1.0,7.0,54341,153315,Hotel,Hotel,141591.0,77.0,47.62754003,-122.34057320000001,314.26,10735331.0
147,SPS-District K-12,K-12 School,WHITTIER ELEMENTARY (SPS-DISTRICT),6,ballard,1999,1.0,2.0,0,67235,K-12 School,K-12 School,67235.0,85.0,47.68367156,-122.3729249,44.06,2364351.0
148,Nonresidential COS,Small- and Mid-Sized Office,CITY OF SEATTLE - NSC,5,northwest,1957,1.0,2.0,0,85017,"Data Center, Distribution Center, Office, Other, Parking",Office,57968.0,40.0,47.69975953,-122.340249,166.73,9146727.0
149,SPS-District K-12,K-12 School,GATEWOOD ELEMENTARY SCHOOL (SPS-DISTRICT),1,southwest,1991,1.0,3.0,0,58118,K-12 School,K-12 School,59014.0,97.0,47.54026729,-122.3884963,17.86,1362993.0
150,NonResidential,Hotel,HOTEL NEXUS - NORTHGATE,5,northwest,1968,1.0,4.0,0,64893,Hotel,Hotel,64893.0,73.0,47.70923419,-122.3323693,206.3,6056481.0
151,SPS-District K-12,K-12 School,OLYMPIC VIEW (SPS-DISTRICT),5,north,1989,1.0,2.0,0,52792,K-12 School,K-12 School,55480.0,98.0,47.69820046,-122.32108500000001,8.56,1227290.0
152,SPS-District K-12,K-12 School,VAN ASSELT SCHOOL (SPS-DISTRICT),2,greater duwamish,1925,1.0,1.0,0,70762,K-12 School,K-12 School,70762.0,95.0,47.53836703,-122.2964274,138.96,2933003.0
153,NonResidential,Small- and Mid-Sized Office,WASHINGTON PARK BUILDING,7,downtown,1900,1.0,3.0,0,56456,"Office, Restaurant, Self-Storage Facility",Office,34416.0,83.0,47.601058,-122.335182,26.55,1527917.0
154,NonResidential,Other,CENTURYLINK FIELD-Stadium,2,greater duwamish,1999,1.0,6.0,327680,1258280,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,1585960.0,,47.59435403,-122.3301787,834.11,59991984.0
155,Nonresidential COS,"Distribution Center
",CITY LIGHT - SOUTH SERVICE CENTER BLDG A,2,greater duwamish,1924,1.0,2.0,0,179161,"Data Center, Distribution Center, Office, Other",Distribution Center,117476.0,,47.57125847,-122.331498,98.95,9974370.0
156,Nonresidential COS,Non-Refrigerated Warehouse,CITY LIGHT - SOUTH SERVICE CENTER BLDG B,2,greater duwamish,1965,1.0,2.0,0,50000,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,40831.0,,47.57125847,-122.331498,28.7,4116805.0
157,NonResidential,Other,SAFECO FIELD,2,greater duwamish,1999,1.0,3.0,0,1172127,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,1172127.0,,47.59134229,-122.3319719,1236.93,57514116.0
158,NonResidential,Hotel,SILVER CLOUD INN SEATTLE,2,greater duwamish,2005,1.0,9.0,14567,153882,"Food Service, Hotel, Parking",Hotel,135006.0,61.0,47.59271999,-122.3336896,402.03,13116256.0
159,NonResidential,Non-Refrigerated Warehouse,HARBOR ISLAND WAREHOUSE - KING COUNTY,1,greater duwamish,1916,1.0,4.0,0,79600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,79600.0,55.0,47.57463912,-122.3560342,12.46,1786986.0
160,SPS-District K-12,SPS-District K-12,LINCOLN HIGH (SPS-DISTRICT),4,lake union,1997,1.0,4.0,0,241066,,,,74.0,47.66006599,-122.33934440000002,263.53,7870351.0
161,Campus,Large Office,BOEING SOUTH PARK CAMPUS REPORT,1,greater duwamish,1980,16.0,2.0,31874,302494,"Laboratory, Office, Parking",Office,260000.0,,47.52440204,-122.3115544,706.26,52273792.0
162,NonResidential,Other,THORNTON CINEMA BUILDING & PARKING GARAGE,5,north,2008,1.0,6.0,335109,84739,"Fast Food Restaurant, Medical Office, Movie Theater, Parking, Retail Store",Parking,335109.0,,47.7024765,-122.32480621,163.99,9477865.0
163,NonResidential,Mixed Use Property,TRIBECA CONDOS & STORE,7,magnolia / queen anne,2002,1.0,4.0,39179,71606,"Financial Office, Multifamily Housing, Parking, Retail Store, Supermarket/Grocery Store",Multifamily Housing,58563.0,,47.62392426,-122.35764313,91.53,10608788.0
164,Multifamily MR (5-9),Mid-Rise Multifamily,2024 THIRD AVE/YWCA,7,downtown,2003,1.0,7.0,0,116947,"Multifamily Housing, Office, Other - Lodging/Residential, Retail Store",Multifamily Housing,81740.0,,47.61314884,-122.3415521,263.57,9689634.0
165,Multifamily LR (1-4),Low-Rise Multifamily,WEST SEATTLE COMM. RESOURCE CENTER/FOOD BANK APT/MIXED USE,1,delridge,2007,1.0,4.0,0,52134,Multifamily Housing,Multifamily Housing,52134.0,85.0,47.54423839,-122.376171,8.45,1212551.0
168,SPS-District K-12,K-12 School,HIGHLAND PARK SCHOOL (SPS-DISTRICT),1,delridge,1999,1.0,1.0,0,71714,K-12 School,K-12 School,71714.0,89.0,47.52560204,-122.3487068,30.27,2223321.0
169,NonResidential,Non-Refrigerated Warehouse,MINI-WAREHOUSE/RETAIL,4,lake union,1991,1.0,3.0,8161,67236,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,67236.0,91.0,47.65094364,-122.34223770000001,8.66,516216.0
171,NonResidential,Senior Care Community,ID VILLAGE SQUARE 1,2,downtown,1999,1.0,5.0,12611,90185,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",Senior Care Community,55259.0,,47.59626518,-122.3219466,197.3,10620628.0
172,SPS-District K-12,K-12 School,WEST SEATTLE HIGH SCHOOL (SPS-DISTRICT),1,southwest,2002,1.0,2.0,0,208981,K-12 School,K-12 School,208981.0,84.0,47.57662845,-122.3846578,175.9,7564604.0
173,Multifamily MR (5-9),Mid-Rise Multifamily,THE WINTONIA,7,east,1909,1.0,6.0,0,51976,Multifamily Housing,Multifamily Housing,50350.0,37.0,47.61358781,-122.32793190000001,127.73,3918038.0
174,NonResidential,K-12 School,UNIVERSITY HTS GRADE SCHOOL,4,northeast,1928,1.0,2.0,0,55653,K-12 School,K-12 School,55500.0,84.0,47.66549171,-122.31400670000001,105.92,2003474.0
175,NonResidential,Hotel,HOTEL DECA,4,northeast,1931,1.0,16.0,0,106860,Hotel,Hotel,106860.0,46.0,47.66156526,-122.3146098,467.18,12087498.0
176,NonResidential,Small- and Mid-Sized Office,LAKE CITY CENTER,5,north,1972,1.0,5.0,0,50759,"Office, Restaurant",Office,47079.0,63.0,47.71892746,-122.29475890000002,43.78,3045139.0
177,NonResidential,Worship Facility,UNIV CONGREGATIONAL CHURCH,4,northeast,1952,1.0,2.0,0,56772,Worship Facility,Worship Facility,56772.0,49.0,47.66176886,-122.31120370000001,80.79,2349950.0
178,NonResidential,Worship Facility,UNIVERSITY PRESBY CHURCH,4,northeast,1952,1.0,3.0,0,103000,Worship Facility,Worship Facility,103000.0,40.0,47.66262897,-122.31147539999999,144.53,4864408.0
179,SPS-District K-12,K-12 School,ROOSEVELT HIGH (SPS-DISTRICT),4,northeast,2006,1.0,3.0,0,269297,K-12 School,K-12 School,269297.0,79.0,47.67746117,-122.3130281,192.09,10281586.0
180,SPS-District K-12,K-12 School,BRYANT ELEMENTARY (SPS-DISTRICT),4,northeast,2001,1.0,3.0,0,75174,K-12 School,K-12 School,75174.0,80.0,47.67115081,-122.29181820000001,68.3,2654755.0
181,SPS-District K-12,K-12 School,FRANTZ H COE ELEMENTARY SCHOOL (SPS-DISTRICT),7,magnolia / queen anne,2003,1.0,3.0,0,75214,K-12 School,K-12 School,75214.0,87.0,47.64090041,-122.3656176,38.55,2295845.0
182,SPS-District K-12,K-12 School,JAMES MADISON JR HIGH SCHOOL (SPS-DISTRICT),1,southwest,2005,1.0,3.0,0,134918,K-12 School,K-12 School,134918.0,92.0,47.5724098,-122.3916721,65.33,3773040.0
183,SPS-District K-12,K-12 School,THURGOOD MARSHALL (SPS-DISTRICT),3,central,1991,1.0,2.0,0,64414,K-12 School,K-12 School,64714.0,63.0,47.59101433,-122.2981281,16.83,2414679.0
184,SPS-District K-12,K-12 School,"MARSHALL, JOHN (SPS-DISTRICT)",6,northwest,1927,1.0,3.0,0,92437,K-12 School,K-12 School,92437.0,71.0,47.67726399,-122.32233670000001,218.12,4986643.0
185,NonResidential,Other,ACT THEATER,7,downtown,1914,1.0,7.0,0,128766,"Office, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,109754.0,,47.61104202,-122.33238983,56.32,6550618.0
186,NonResidential,Residence Hall/Dormitory,YWCA Women's Residence,7,downtown,1913,1.0,9.0,0,107572,"Office, Residence Hall/Dormitory, Retail Store",Residence Hall/Dormitory,63934.0,71.0,47.60775556,-122.33247240000001,223.86,5445025.0
187,NonResidential,Other,CENTURYLINK: 3RD AVE 3-D,7,downtown,1955,1.0,15.0,0,230880,Other,Other,203000.0,,47.60683648,-122.33466940000001,443.86,63668488.0
188,Multifamily LR (1-4),Low-Rise Multifamily,COOPER SCHOOL ARTIST'S LOFTS,1,delridge,1917,1.0,4.0,0,56617,Multifamily Housing,Multifamily Housing,56617.0,18.0,47.56364367,-122.3629825,47.96,1912904.0
189,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE CITY COURT,5,north,2009,1.0,6.0,0,56745,Multifamily Housing,Multifamily Housing,43673.0,57.0,47.72231008,-122.2918283,56.51,2404644.0
190,Multifamily LR (1-4),Low-Rise Multifamily,OTHELLO BUILDING,2,greater duwamish,2003,1.0,4.0,0,67920,"Medical Office, Multifamily Housing, Office, Retail Store",Multifamily Housing,24600.0,,47.53683267,-122.2840381,28.0,2886468.0
191,SPS-District K-12,K-12 School,CLEVELAND HIGH SCHOOL (SPS-DISTRICT),2,greater duwamish,2007,1.0,3.0,0,204961,K-12 School,K-12 School,204961.0,94.0,47.55156934,-122.31380359999999,202.07,7971886.0
192,NonResidential,Other,WA ARMY NAT'L GUARD,7,magnolia / queen anne,1973,1.0,1.0,0,76086,Other,Other,77810.0,,47.63640533,-122.37916940000001,80.75,2903161.0
193,NonResidential,Medical Office,ELLIOTT PARK BUILDING,7,magnolia / queen anne,1927,1.0,5.0,39000,151000,"Medical Office, Office",Medical Office,146741.0,7.0,47.61994816,-122.36066409999998,371.48,19816686.0
194,NonResidential,Hotel,EDGEWATER INN,7,downtown,1961,1.0,4.0,0,122309,,,,13.0,47.61245737,-122.3521832,977.73,24060332.0
195,Campus,Other,PORT OF SEATTLE  BELL HARBOR COMPLEX  & CONFERENCE - CAMPUS,7,downtown,1995,4.0,3.0,0,215476,Other,Other,217088.0,,47.61120625,-122.34849684,659.56,25377650.0
196,NonResidential,Hotel,SEATTLE WATERFRONT MARRIOTT,7,downtown,2003,1.0,8.0,38800,215473,Hotel,Hotel,277000.0,23.0,47.61067514,-122.3465482,798.63,27787286.0
197,Nonresidential COS,Other,SEATTLE AQUARIUM,7,downtown,1980,1.0,2.0,0,69400,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,69400.0,,47.60725784,-122.34207153,305.15,15671253.0
198,NonResidential,Other,PIER 54  IVARS ACRES OF CLAMS,7,downtown,1900,1.0,1.0,0,62900,"Other, Restaurant, Retail Store",Other,42695.0,,47.60411925,-122.3396021,211.01,6366808.0
199,NonResidential,Small- and Mid-Sized Office,DAILY JOURNAL BUILDING,7,downtown,1914,1.0,4.0,0,40000,"Office, Retail Store",Office,33000.0,98.0,47.60272217,-122.33557892,45.32,1372706.0
200,NonResidential,Non-Refrigerated Warehouse,BMW SEATTLE - SERVICE CENTER,2,greater duwamish,2008,1.0,4.0,0,203504,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,159372.0,72.0,47.59457628,-122.3244189,26.35,3780078.0
201,NonResidential,Large Office,KIRO RADIO & TELEVISION,7,downtown,1968,1.0,3.0,26731,74003,,,,34.0,47.61744918,-122.35032532,71.62,10273140.0
202,NonResidential,Small- and Mid-Sized Office,GRANGE OFFICE PLAZA,7,downtown,1981,1.0,4.0,17570,62108,"Office, Parking",Office,62108.0,59.0,47.61698381,-122.34958888,61.62,4829951.0
203,NonResidential,Large Office,FOURTH & BATTERY BUILDING,7,downtown,1978,1.0,12.0,21790,212210,"Financial Office, Laboratory, Office, Parking",Office,175915.0,36.0,47.61591919,-122.34571548,145.67,19176010.0
204,NonResidential,Retail Store,WESTLAKE MALL RETAIL PORTION,7,downtown,1989,1.0,4.0,0,111077,,,,91.0,47.61171108,-122.33681575,69.01,9898724.0
205,NonResidential,Large Office,WEST LAKE TOWER OFFICE BUILDING,7,downtown,1989,1.0,25.0,0,369996,"Office, Parking",Office,380397.0,71.0,47.61175275,-122.33667433,173.47,24882924.0
206,NonResidential,Retail Store,NORDSTROM DOWNTOWN,7,downtown,1925,1.0,10.0,0,693450,"Office, Retail Store",Retail Store,361107.0,92.0,47.6124792,-122.33586069,392.65,40433292.0
207,NonResidential,Large Office,CENTURYLINK: SEATTLE BELL PLAZA,7,downtown,1976,1.0,33.0,0,791396,"Office, Other, Parking, Restaurant",Office,637099.0,89.0,47.61323929,-122.33440399,282.01,40451748.0
208,NonResidential,Large Office,1700 SEVENTH BUILDING,7,downtown,2000,1.0,23.0,205076,542671,"Office, Parking, Restaurant",Office,542461.0,88.0,47.61374903,-122.33507976,374.82,32141070.0
209,NonResidential,Small- and Mid-Sized Office,LLOYD BUILDING,7,downtown,1926,1.0,10.0,7757,55652,"Office, Retail Store",Office,45260.0,92.0,47.61378582,-122.33638554,152.04,3137206.0
210,NonResidential,Large Office,TOWER BLDG,7,downtown,1930,1.0,17.0,30000,174790,"Office, Other - Recreation, Parking, Retail Store",Office,142034.0,92.0,47.61391297,-122.33581187,94.89,7546235.0
211,NonResidential,Small- and Mid-Sized Office,TIMES SQUARE BUILDING (THE VANCE CORPORATION),7,downtown,1916,1.0,5.0,0,73399,"Office, Retail Store",Office,51557.0,63.0,47.61232632,-122.33842968,25.48,3655453.0
212,NonResidential,Large Office,PLAZA 600 BUILDING,7,downtown,1969,1.0,20.0,32334,233517,"Office, Parking",Office,226454.0,95.0,47.61419225,-122.33715661,509.69,12943756.0
213,NonResidential,Large Office,WEST 8TH,7,downtown,2009,1.0,25.0,228668,529375,"Office, Parking",Office,582725.0,96.0,47.61586761,-122.33737946,198.93,24641772.0
214,NonResidential,Large Office,DENNY BUILDING,7,downtown,1968,1.0,12.0,0,206000,"Office, Parking",Office,161000.0,88.0,47.61673455,-122.34198091,228.07,9273278.0
215,NonResidential,Large Office,1918 EIGHTH AVE,7,downtown,2009,1.0,36.0,154972,669915,"Office, Parking",Office,743562.0,97.0,47.61596574,-122.33609553,267.71,38400928.0
216,NonResidential,Large Office,1800 9TH AVENUE BUILDING,7,downtown,1990,1.0,16.0,141600,339240,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",Office,311736.0,94.0,47.61577337,-122.33379691,128.87,17653930.0
218,NonResidential,Small- and Mid-Sized Office,BRODERICK BUILDING,7,downtown,1900,1.0,7.0,0,89550,"Office, Retail Store, Social/Meeting Hall",Office,64712.0,81.0,47.60260831,-122.33300887,50.6,4112006.0
219,NonResidential,Small- and Mid-Sized Office,PIONEER BUILDING,7,downtown,1900,1.0,6.0,0,89355,"Office, Retail Store",Office,82355.0,55.0,47.60188691,-122.33410075,37.14,4742636.0
220,NonResidential,Large Office,DEXTER HORTON BUILDING,7,downtown,1922,1.0,15.0,0,388934,Office,Office,388934.0,84.0,47.60349737,-122.33226722,208.81,20309614.0
221,NonResidential,Large Office,EXCHANGE BUILDING,7,downtown,1929,1.0,22.0,0,384302,"Convenience Store without Gas Station, Food Service, Office",Office,348969.0,98.0,47.60402644,-122.33430506,68.75,9861998.0
222,NonResidential,Large Office,NORTON BUILDING,7,downtown,1958,1.0,17.0,84600,293925,"Office, Parking, Restaurant",Office,236827.0,68.0,47.60390362,-122.33424932,862.64,25476332.0
223,NonResidential,Large Office,999 THIRD AVE,7,downtown,1983,1.0,47.0,0,1323055,"Office, Parking, Restaurant",Office,1011135.0,93.0,47.60523404,-122.33465706,321.72,45074876.0
224,NonResidential,Large Office,1000 2ND AVENUE BUILDING,7,downtown,1986,1.0,41.0,129432,460489,"Office, Parking, Pre-school/Daycare",Office,485296.0,82.0,47.60533104,-122.33503955,182.71,26208138.0
225,NonResidential,Small- and Mid-Sized Office,FEDERAL RESERVE BUILDING,7,downtown,1950,1.0,6.0,1392,89699,"Office, Parking",Office,89699.0,,47.60537505,-122.33562820000002,58.99,2373031.0
226,NonResidential,Large Office,1101 SECOND AVE OFFICE BUILDING,7,downtown,1968,1.0,8.0,62993,94948,"Office, Parking",Office,84838.0,89.0,47.60571018,-122.33639455,22.01,3157579.0
227,NonResidential,Large Office,2ND & SENECA BLDS,7,downtown,1991,1.0,29.0,197231,438072,"Convenience Store without Gas Station, Office, Parking",Office,522667.0,97.0,47.60611343,-122.33672333,139.34,18350766.0
228,NonResidential,Large Office,SECOND AND SPRING BUILDING,7,downtown,1958,1.0,6.0,25920,146922,"Data Center, Office, Parking",Office,92310.0,,47.60601562,-122.33569636,358.88,41092076.0
229,NonResidential,Large Office,1111 3RD AVE BUILDING,7,downtown,1980,1.0,34.0,162604,614158,"Office, Parking",Office,606050.0,77.0,47.60619421,-122.33526667,216.66,30135280.0
230,NonResidential,Large Office,ABRAHAM LINCOLN BUILDING,7,downtown,1972,1.0,14.0,23775,162993,"Data Center, Office, Parking",Office,182540.0,95.0,47.60668182,-122.33452606,218.49,9700372.0
231,NonResidential,Large Office,SAFECO PLAZA / 1001 FOURTH AVENUE,7,downtown,1969,1.0,49.0,368980,754455,"Financial Office, Food Sales, Office, Other, Parking",Office,808980.0,88.0,47.60633748,-122.33369209,704.76,47148456.0
232,NonResidential,Large Office,FOURTH & MADISON ( IDX TOWER),7,downtown,2002,1.0,37.0,164420,888049,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Office,763260.0,93.0,47.60566548,-122.33261347,290.4,41655852.0
233,NonResidential,Large Office,901 FIFTH AVENUE,7,downtown,1973,1.0,42.0,171500,446184,,,,79.0,47.60605613,-122.33178821,449.01,37527176.0
234,NonResidential,Large Office,CENTRAL BUILDING,7,downtown,1907,1.0,8.0,0,201480,"Non-Refrigerated Warehouse, Office, Retail Store",Office,161762.0,88.0,47.60504384,-122.33274356,180.89,9734582.0
235,Nonresidential COS,Large Office,SEATTLE MUNICIPAL TOWER,3,downtown,1990,1.0,63.0,159600,1035787,"Office, Other, Parking",Office,1187924.0,82.0,47.60491077,-122.32891587,452.16,64715652.0
236,Nonresidential COS,Large Office,SEATTLE JUSTICE CENTER,3,downtown,2001,1.0,14.0,0,310490,"Data Center, Office, Other",Office,269284.0,,47.60403674,-122.32877322,381.89,21781324.0
237,Nonresidential COS,Large Office,CITY HALL,7,downtown,2003,1.0,8.0,30660,168870,"Office, Other, Parking, Restaurant",Office,160418.0,70.0,47.60363382,-122.32999251,300.3,13172813.0
238,NonResidential,Large Office,CHINOOK BLDG - KING COUNTY,7,downtown,2006,1.0,13.0,52703,319539,Office,Office,372242.0,98.0,47.60213517,-122.32847035,234.15,15083332.0
239,NonResidential,Large Office,YESLER BUILDING - KING COUNTY,7,downtown,1909,1.0,7.0,8296,106099,Office,Office,96582.0,98.0,47.60185187,-122.32859693,69.18,3098638.0
240,NonResidential,Retail Store,UNIVERSITY BOOK STORE,4,northeast,1978,1.0,2.0,0,89200,Retail Store,Retail Store,89200.0,83.0,47.6605111,-122.3128304,73.39,6289567.0
241,NonResidential,Small- and Mid-Sized Office,UNIVERSITY DISTRICT BUILDING,4,northeast,1961,1.0,5.0,0,99005,,,,63.0,47.66095645,-122.3162654,177.92,5814165.0
242,NonResidential,Large Office,4311 11th Avenue NE,4,northeast,2002,1.0,6.0,44248,90803,"Office, Parking",Office,95943.0,92.0,47.66044059,-122.31694350000001,28.07,4025787.0
243,NonResidential,Large Office,4300 ROOSEVELT,4,northeast,2002,1.0,5.0,82720,137929,"Office, Parking",Office,145754.0,93.0,47.66053047,-122.3174071,43.92,6299357.0
244,NonResidential,"Self-Storage Facility
",SEATTLE VAULT SELF STORAGE,7,downtown,1964,1.0,5.0,0,93660,Self-Storage Facility,Self-Storage Facility,93660.0,,47.61564776,-122.33229386,5.83,836348.0
245,NonResidential,Large Office,METROPOLITAN PARK I  (WEST) OFFICE BLDG,7,downtown,1980,1.0,18.0,64660,349055,"Office, Parking",Office,348270.0,82.0,47.61647081,-122.330698,166.68,23179128.0
246,NonResidential,Large Office,METROPOLITAN PARK NORTH BUILDING,7,downtown,2000,1.0,11.0,195621,185760,"Fitness Center/Health Club/Gym, Office",Office,164192.0,85.0,47.61788951,-122.33127667,73.67,9796649.0
247,NonResidential,Large Office,METROPOLITAN PARK EAST,7,downtown,1988,1.0,20.0,118744,378769,"Office, Parking",Office,367623.0,73.0,47.6166018,-122.32990312,189.56,25909504.0
248,NonResidential,Large Office,FOURTH & BLANCHARD BUILDING,7,downtown,1979,1.0,24.0,116721,427155,"Office, Parking",Office,432841.0,76.0,47.61420011,-122.34223589,180.14,25840362.0
